"";916,00;"0400413131";"РОЛИК";"2.030";2,00;0,00;"50.56";0,00;0,00;"2015-01-29"
"";916,00;"0400416337";"НАБОР ШЕСТЕРЕН";"89.800";2,00;0,00;"736.75";0,00;0,00;"2015-01-29"
"";916,00;"0400416537";"НАБОР ШЕСТЕРЕН";"85.100";2,00;0,00;"736.75";0,00;0,00;"2015-01-29"
"";916,00;"0400422241";;".364";2,00;0,00;"45.83";0,00;0,00;"2015-01-29"
"";916,00;"0400427330";"ПЕДАЛЬ ТОРМОЗА В СБОРЕ";"2.420";2,00;0,00;"38.80";0,00;0,00;"2015-01-29"
"";916,00;"0400427430";"ПЕДАЛЬ ТОРМОЗА В СБОРЕ";;2,00;0,00;"40.07";0,00;0,00;"2015-01-29"
"";916,00;"0400435552";"СИГНАЛ";"3.400";2,00;0,00;"185.16";0,00;0,00;"2015-01-29"
"";916,00;"0400447468";"ВЫКЛЮЧАТЕЛЬ СТОП СИГНАЛОВ КНОПОЧНЫЙ";".042";2,00;0,00;"13.11";0,00;0,00;"2015-01-29"
"";916,00;"0400448237";"НАБОР ШЕСТЕРЕН";"69.300";2,00;0,00;"736.75";0,00;0,00;"2015-01-29"
"";916,00;"0400449133";;;2,00;0,00;"169.65";0,00;0,00;"2015-01-29"
"";916,00;"0400454131";;;2,00;0,00;".46";0,00;0,00;"2015-01-29"
"";916,00;"0400466120";;".290";2,00;0,00;"21.23";0,00;0,00;"2015-01-29"
"";916,00;"0400502235";"ШАРОВАЯ ОПОРА";"4.266";2,00;0,00;"93.91";0,00;0,00;"2015-01-29"
"";916,00;"0400503235";"ШАРОВАЯ ОПОРА";"4.760";2,00;0,00;"95.64";0,00;0,00;"2015-01-29"
"";916,00;"0400504134";"ШАРОВАЯ ОПОРА";"4.240";2,00;0,00;"95.64";0,00;0,00;"2015-01-29"
"";916,00;"0400504237";"РЕМКОМПЛЕКТ";".540";2,00;0,00;"40.18";0,00;0,00;"2015-01-29"
"";916,00;"0400521134";"ШАРОВАЯ ОПОРА НИЖ.ПР";"4.240";2,00;0,00;"96.48";0,00;0,00;"2015-01-29"
"";916,00;"0400543160";"ПОЛУОСЬ";"16.800";2,00;0,00;"172.79";0,00;0,00;"2015-01-29"
"";916,00;"0400543260";"ПОЛУОСЬ";"16.800";2,00;0,00;"172.79";0,00;0,00;"2015-01-29"
"";916,00;"0400543360";"ПОЛУОСЬ";"16.800";2,00;0,00;"169.03";0,00;0,00;"2015-01-29"
"";916,00;"0400543460";"ПОЛУОСЬ";"16.800";2,00;0,00;"169.03";0,00;0,00;"2015-01-29"
"";916,00;"0400548128";"ПУЧОК ПРОВОДОВ";".130";2,00;0,00;"28.03";0,00;0,00;"2015-01-29"
"";916,00;"0400572147";"ПРОМЕЖУТОЧНЫЙ РУЛЕВОЙ ВАЛ";"1.210";2,00;0,00;"40.49";0,00;0,00;"2015-01-29"
"";916,00;"0400609160";"БЛОК УПРАВЛЕНИЯ";"9.450";2,00;0,00;"169.23";0,00;0,00;"2015-01-29"
"";916,00;"0400616130";"КОМПЛЕКТ КРЕПЕЖА ЭЛЕКТРОУСИЛИТЕЛЯ";".020";2,00;0,00;".46";0,00;0,00;"2015-01-29"
"";916,00;"0400623121";"ДАТЧИК АБС";".052";2,00;0,00;"7.15";0,00;0,00;"2015-01-29"
"";916,00;"0400626148";"ПИСТОН КРЕПЛЕНИЯ ОБИВКИ САЛОНА";".003";2,00;0,00;".64";0,00;0,00;"2015-01-29"
"";916,00;"0400628130";"ТРУБКА ОТОПИТЕЛЯ";".680";2,00;0,00;"11.93";0,00;0,00;"2015-01-29"
"";916,00;"0400632137";"СТОЙКА СТАБИЛИЗАТОРА FR   CK";"1.160";2,00;0,00;"32.92";0,00;0,00;"2015-01-29"
"";916,00;"0400641136";"РЕМКОМПЛЕКТ РЕМНЯ ГРМ";"9.550";2,00;0,00;"154.27";0,00;0,00;"2015-01-29"
"";916,00;"0400641236";"РЕМКОМПЛЕКТ РЕМНЯ ГРМ";"10.750";2,00;0,00;"174.93";0,00;0,00;"2015-01-29"
"";916,00;"0400662134";;"4.730";2,00;0,00;"91.48";0,00;0,00;"2015-01-29"
"";916,00;"0400707136";;".300";2,00;0,00;"12.68";0,00;0,00;"2015-01-29"
"";916,00;"0400707236";;"11.130";2,00;0,00;"1687.55";0,00;0,00;"2015-01-29"
"";916,00;"0400707436";;"10.400";2,00;0,00;"95.93";0,00;0,00;"2015-01-29"
"";916,00;"0400707536";;"1.720";2,00;0,00;"27.61";0,00;0,00;"2015-01-29"
"";916,00;"0400707636";;"3.780";2,00;0,00;"90.08";0,00;0,00;"2015-01-29"
"";916,00;"0400711175";"НАСОС ТОПЛИВНЫЙ";".424";2,00;0,00;"32.40";0,00;0,00;"2015-01-29"
"";916,00;"0400731107";;"1.920";2,00;0,00;"77.30";0,00;0,00;"2015-01-29"
"";916,00;"0400732131";"ТРУБКА";".126";2,00;0,00;"10.67";0,00;0,00;"2015-01-29"
"";916,00;"0400749230";"РЕМКОМПЛЕКТ";".003";2,00;0,00;"1.26";0,00;0,00;"2015-01-29"
"";916,00;"0400774238";"РОЛИК";"1.628";2,00;0,00;"30.43";0,00;0,00;"2015-01-29"
"";916,00;"0400776133";"СМАЗКА";".038";2,00;0,00;"5.46";0,00;0,00;"2015-01-29"
"";916,00;"0400776248";"СМАЗКА";".054";2,00;0,00;"8.38";0,00;0,00;"2015-01-29"
"";916,00;"0400809102";;".030";2,00;0,00;".51";0,00;0,00;"2015-01-29"
"";916,00;"0400813148";;".215";2,00;0,00;"13.02";0,00;0,00;"2015-01-29"
"";916,00;"0400839112";"РЕМКОМПЛЕТ СЦЕПЛЕНИЯ, РЕЗ.МЕТ.";".782";2,00;0,00;"35.40";0,00;0,00;"2015-01-29"
"";916,00;"0400843128";;".970";2,00;0,00;"110.38";0,00;0,00;"2015-01-29"
"";916,00;"0400930152";"БЛОК УПРАВЛЕНИЯ КПП YARIS";".944";2,00;0,00;"312.77";0,00;0,00;"2015-01-29"
"";916,00;"0400931112";"БЛОК УПРАВЛЕНИЯ КПП";".866";2,00;0,00;"312.77";0,00;0,00;"2015-01-29"
"";916,00;"0400931512";"БЛОК УПРАВЛЕНИЯ СЦЕПЛЕНИЕМ";".856";2,00;0,00;"312.77";0,00;0,00;"2015-01-29"
"";916,00;"0400933231";;".060";2,00;0,00;"17.02";0,00;0,00;"2015-01-29"
"";916,00;"0400939242";;".760";2,00;0,00;"285.81";0,00;0,00;"2015-01-29"
"";916,00;"0400939642";;".099";2,00;0,00;"245.78";0,00;0,00;"2015-01-29"
"";916,00;"0411106012";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".902";2,00;0,00;"179.76";0,00;0,00;"2015-01-29"
"";916,00;"0411106100";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".900";2,00;0,00;"174.85";0,00;0,00;"2015-01-29"
"";916,00;"041110A030";"К-Т ПРОКЛАДОК И САЛЬНИКОВ ДВ-ЛЯ";"1.582";2,00;0,00;"149.04";0,00;0,00;"2015-01-29"
"";916,00;"041110A122";;"1.780";2,00;0,00;"176.55";0,00;0,00;"2015-01-29"
"";916,00;"041110C087";;"1.067";2,00;0,00;"91.39";0,00;0,00;"2015-01-29"
"";916,00;"041110C095";;"1.049";2,00;0,00;"99.53";0,00;0,00;"2015-01-29"
"";916,00;"041110C102";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";"1.259";2,00;0,00;"104.43";0,00;0,00;"2015-01-29"
"";916,00;"041110C106";"ПРОКЛАДКИ, КОМПЛЕКТ, ПЕРЕБОР ДВИГАТЕЛЯ";"1.040";2,00;0,00;"89.90";0,00;0,00;"2015-01-29"
"";916,00;"041110D021";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".800";2,00;0,00;"109.55";0,00;0,00;"2015-01-29"
"";916,00;"041110D043";;;2,00;0,00;"87.36";0,00;0,00;"2015-01-29"
"";916,00;"041110D103";"РЕМКОМПЛЕКТ ПРОКЛАДОК ДВИГАТЕЛЯ";".568";2,00;0,00;"61.33";0,00;0,00;"2015-01-29"
"";916,00;"041110D153";;".534";2,00;0,00;"87.59";0,00;0,00;"2015-01-29"
"";916,00;"041110D371";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".558";2,00;0,00;"87.36";0,00;0,00;"2015-01-29"
"";916,00;"041110D532";;".795";2,00;0,00;"84.81";0,00;0,00;"2015-01-29"
"";916,00;"041110D541";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";"1.111";2,00;0,00;"81.04";0,00;0,00;"2015-01-29"
"";916,00;"041110H161";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".686";2,00;0,00;"101.88";0,00;0,00;"2015-01-29"
"";916,00;"041110H286";;".755";2,00;0,00;"96.99";0,00;0,00;"2015-01-29"
"";916,00;"041110H294";;".825";2,00;0,00;"91.39";0,00;0,00;"2015-01-29"
"";916,00;"041110H302";;".520";2,00;0,00;"109.55";0,00;0,00;"2015-01-29"
"";916,00;"041110H462";;;2,00;0,00;"101.64";0,00;0,00;"2015-01-29"
"";916,00;"041110L081";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".960";2,00;0,00;"85.23";0,00;0,00;"2015-01-29"
"";916,00;"041110L083";;".977";2,00;0,00;"87.19";0,00;0,00;"2015-01-29"
"";916,00;"041110L091";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".883";2,00;0,00;"85.23";0,00;0,00;"2015-01-29"
"";916,00;"041110L093";"НАБОР ПРОКЛАДОК ДВИГАТЕЛЯ";".968";2,00;0,00;"91.29";0,00;0,00;"2015-01-29"
"";916,00;"041110L103";"ПРОКЛАДКИ ДВИГАТЕЛЯ, КОМПЛЕКТ";"1.016";2,00;0,00;"101.49";0,00;0,00;"2015-01-29"
"";916,00;"041110L131";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";"1.130";2,00;0,00;"91.29";0,00;0,00;"2015-01-29"
"";916,00;"041110L134";;".896";2,00;0,00;"95.64";0,00;0,00;"2015-01-29"
"";916,00;"041110M109";;".771";2,00;0,00;"59.50";0,00;0,00;"2015-01-29"
"";916,00;"041110M141";;".736";2,00;0,00;"59.50";0,00;0,00;"2015-01-29"
"";916,00;"041110P064";;"1.477";2,00;0,00;"153.77";0,00;0,00;"2015-01-29"
"";916,00;"041110P181";;"1.480";2,00;0,00;"144.58";0,00;0,00;"2015-01-29"
"";916,00;"041110Q022";"НАБОР ПРОКЛАДОК ДВИГАТЕЛЯ";".362";2,00;0,00;"52.36";0,00;0,00;"2015-01-29"
"";916,00;"041110R141";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".562";2,00;0,00;"63.40";0,00;0,00;"2015-01-29"
"";916,00;"041110S022";"КОМПЛЕКТ ПРОКЛАДОК ДВИГАТЕЛЯ";"1.972";2,00;0,00;"151.88";0,00;0,00;"2015-01-29"
"";916,00;"041110S061";;"1.960";2,00;0,00;"194.32";0,00;0,00;"2015-01-29"
"";916,00;"0411110035";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".610";2,00;0,00;"69.51";0,00;0,00;"2015-01-29"
"";916,00;"0411111026";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".572";2,00;0,00;"59.48";0,00;0,00;"2015-01-29"
"";916,00;"0411111036";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".652";2,00;0,00;"73.69";0,00;0,00;"2015-01-29"
"";916,00;"0411111054";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".588";2,00;0,00;"72.17";0,00;0,00;"2015-01-29"
"";916,00;"0411111075";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".620";2,00;0,00;"91.19";0,00;0,00;"2015-01-29"
"";916,00;"0411111104";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".672";2,00;0,00;"105.93";0,00;0,00;"2015-01-29"
"";916,00;"0411111105";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".730";2,00;0,00;"106.77";0,00;0,00;"2015-01-29"
"";916,00;"0411111140";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".640";2,00;0,00;"75.29";0,00;0,00;"2015-01-29"
"";916,00;"0411111141";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".706";2,00;0,00;"62.41";0,00;0,00;"2015-01-29"
"";916,00;"0411111150";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".696";2,00;0,00;"75.29";0,00;0,00;"2015-01-29"
"";916,00;"0411111151";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".674";2,00;0,00;"62.41";0,00;0,00;"2015-01-29"
"";916,00;"0411111160";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".710";2,00;0,00;"80.63";0,00;0,00;"2015-01-29"
"";916,00;"0411111171";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".680";2,00;0,00;"70.76";0,00;0,00;"2015-01-29"
"";916,00;"0411111180";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".670";2,00;0,00;"103.99";0,00;0,00;"2015-01-29"
"";916,00;"0411111210";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".700";2,00;0,00;"55.90";0,00;0,00;"2015-01-29"
"";916,00;"0411113038";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".800";2,00;0,00;"66.89";0,00;0,00;"2015-01-29"
"";916,00;"0411113046";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".828";2,00;0,00;"66.71";0,00;0,00;"2015-01-29"
"";916,00;"0411113051";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".808";2,00;0,00;"66.73";0,00;0,00;"2015-01-29"
"";916,00;"0411113060";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".810";2,00;0,00;"61.55";0,00;0,00;"2015-01-29"
"";916,00;"0411114052";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".560";2,00;0,00;"59.82";0,00;0,00;"2015-01-29"
"";916,00;"0411115084";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".626";2,00;0,00;"103.78";0,00;0,00;"2015-01-29"
"";916,00;"0411115094";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".658";2,00;0,00;"103.99";0,00;0,00;"2015-01-29"
"";916,00;"0411116025";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".668";2,00;0,00;"110.66";0,00;0,00;"2015-01-29"
"";916,00;"0411116041";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".560";2,00;0,00;"80.18";0,00;0,00;"2015-01-29"
"";916,00;"0411116042";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".588";2,00;0,00;"63.02";0,00;0,00;"2015-01-29"
"";916,00;"0411116076";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".652";2,00;0,00;"104.73";0,00;0,00;"2015-01-29"
"";916,00;"0411116092";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".610";2,00;0,00;"71.14";0,00;0,00;"2015-01-29"
"";916,00;"0411116104";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".670";2,00;0,00;"110.38";0,00;0,00;"2015-01-29"
"";916,00;"0411116123";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".780";2,00;0,00;"55.73";0,00;0,00;"2015-01-29"
"";916,00;"0411116124";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".780";2,00;0,00;"60.61";0,00;0,00;"2015-01-29"
"";916,00;"0411116144";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".670";2,00;0,00;"105.93";0,00;0,00;"2015-01-29"
"";916,00;"0411116155";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".668";2,00;0,00;"105.93";0,00;0,00;"2015-01-29"
"";916,00;"0411116172";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".672";2,00;0,00;"105.10";0,00;0,00;"2015-01-29"
"";916,00;"0411116192";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".640";2,00;0,00;"104.82";0,00;0,00;"2015-01-29"
"";916,00;"0411116211";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ РЕЗ.-МЕТ.";".894";2,00;0,00;"105.65";0,00;0,00;"2015-01-29"
"";916,00;"0411116221";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".684";2,00;0,00;"66.11";0,00;0,00;"2015-01-29"
"";916,00;"0411116231";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".664";2,00;0,00;"66.54";0,00;0,00;"2015-01-29"
"";916,00;"0411116241";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".730";2,00;0,00;"84.81";0,00;0,00;"2015-01-29"
"";916,00;"0411116251";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".710";2,00;0,00;"84.53";0,00;0,00;"2015-01-29"
"";916,00;"0411116271";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".710";2,00;0,00;"109.55";0,00;0,00;"2015-01-29"
"";916,00;"0411116282";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".770";2,00;0,00;"88.41";0,00;0,00;"2015-01-29"
"";916,00;"0411116300";"К-Т ПРОКЛАДОК И САЛЬНИКОВ ДВ-ЛЯ";".686";2,00;0,00;"84.81";0,00;0,00;"2015-01-29"
"";916,00;"0411116310";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".760";2,00;0,00;"102.25";0,00;0,00;"2015-01-29"
"";916,00;"0411116320";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".574";2,00;0,00;"110.38";0,00;0,00;"2015-01-29"
"";916,00;"0411116330";"РЕМК-Т НАСОСА ГИДРОУСИЛИТЕЛЯ";".936";2,00;0,00;"105.65";0,00;0,00;"2015-01-29"
"";916,00;"0411116340";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".630";2,00;0,00;"84.52";0,00;0,00;"2015-01-29"
"";916,00;"0411116350";"РЕМК-Т НАСОСА ГИДРОУС.";".608";2,00;0,00;"110.38";0,00;0,00;"2015-01-29"
"";916,00;"0411117011";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".828";2,00;0,00;"151.47";0,00;0,00;"2015-01-29"
"";916,00;"0411117012";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".838";2,00;0,00;"159.59";0,00;0,00;"2015-01-29"
"";916,00;"0411117020";"РЕМК-Т НАСОСА ГИДРОУС.";".884";2,00;0,00;"162.24";0,00;0,00;"2015-01-29"
"";916,00;"0411117021";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".878";2,00;0,00;"132.07";0,00;0,00;"2015-01-29"
"";916,00;"0411117022";"К-Т ПРОКЛАДОК ДВИГАТЕЛЯ";".885";2,00;0,00;"132.35";0,00;0,00;"2015-01-29"
